course_id,university_id,university_name,country,city,region,field,level,program_name,roi_score,employment_rate,mean_start_salary,tuition_fee_intl,satisfaction_score,teaching_quality,difficulty_score,program_selectivity,description
C0107,U146,Pacific University,Germany,Frankfurt,Europe,Computer Science,Masters,Masters in Computer Science,71.93821620767439,86.0,102018,32541,74.5025427933052,64.82461136917685,85.60474108663797,0.05,"This masters program in Computer Science emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Frankfurt, Germany and is designed for students seeking high ROI. Graduates commonly target roles in analytics."
C0108,U064,Northbridge University,Japan,Osaka,Asia-Pacific,Marketing Analytics,Masters,Masters in Marketing Analytics,68.96369984807657,77.9,92131,37156,51.66920156745469,72.5009550970804,75.70035154822493,0.43,"This masters program in Marketing Analytics emphasizes customer insight, strategy, communication, and practical business problem solving. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Osaka, Japan and is designed for students seeking research depth. Graduates commonly target roles in operations."
C0109,U054,Metro University,UK,Manchester,Europe,Data Science,Bachelors,Bachelors in Data Science,83.1754093339834,91.3,111329,19340,83.40768145296099,72.19884241100067,97.84567930989007,0.12,"This bachelors program in Data Science emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Manchester, UK and is designed for students seeking industry connections. Graduates commonly target roles in operations."
C0110,U128,Metro University,Australia,Perth,Asia-Pacific,Economics,Masters,Masters in Economics,75.40929360896601,83.4,106156,26555,91.63044752280648,82.00004451722496,82.50776763590068,0.22,"This masters program in Economics emphasizes financial analysis, markets, global business decisions, and career mobility. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Perth, Australia and is designed for students seeking research depth. Graduates commonly target roles in technology."
C0111,U039,Summit University,Singapore,Singapore,Asia-Pacific,Data Science,Masters,Masters in Data Science,79.5337530050408,84.4,95675,27350,82.68355951946882,78.65939646206624,76.39086211152227,0.5,"This masters program in Data Science emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Singapore, Singapore and is designed for students seeking international mobility. Graduates commonly target roles in analytics."
C0112,U037,Summit University,Australia,Sydney,Asia-Pacific,Economics,Masters,Masters in Economics,79.03076645240006,93.3,116005,27742,74.99267176400792,63.487760934100194,53.475406618065975,0.52,"This masters program in Economics emphasizes financial analysis, markets, global business decisions, and career mobility. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Sydney, Australia and is designed for students seeking international mobility. Graduates commonly target roles in technology."
C0113,U126,Pacific University,Germany,Munich,Europe,International Business,Bachelors,Bachelors in International Business,79.12929813026327,99.0,110273,8652,87.68094826415228,76.33765526140746,82.91336761734871,0.39,"This bachelors program in International Business emphasizes financial analysis, markets, global business decisions, and career mobility. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Munich, Germany and is designed for students seeking international mobility. Graduates commonly target roles in finance."
C0114,U026,Summit University,Germany,Hamburg,Europe,Computer Science,Masters,Masters in Computer Science,82.78267963142095,85.6,131554,37836,80.20650541690067,76.47379368102007,83.90585743877142,0.13,"This masters program in Computer Science emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Hamburg, Germany and is designed for students seeking international mobility. Graduates commonly target roles in operations."
C0115,U136,Riverside University,USA,Boston,North America,Data Science,Masters,Masters in Data Science,82.91589163940377,96.5,120248,39422,79.28100593288005,81.27696569195153,69.92996401645735,0.21,"This masters program in Data Science emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Boston, USA and is designed for students seeking international mobility. Graduates commonly target roles in consulting."
C0116,U046,Metro University,USA,Seattle,North America,Business Analytics,MBA,MBA in Business Analytics,73.73108976235592,84.6,103135,21502,79.63288829381472,70.73714848953793,59.626713349825735,0.4,"This mba program in Business Analytics emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Seattle, USA and is designed for students seeking industry connections. Graduates commonly target roles in operations."
C0117,U009,Northbridge University,USA,Austin,North America,Cybersecurity,Masters,Masters in Cybersecurity,81.3089184502065,99.0,106194,31363,65.77208314569444,69.43466046342712,65.11551310934395,0.05,"This masters program in Cybersecurity emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Austin, USA and is designed for students seeking research depth. Graduates commonly target roles in technology."
C0118,U007,Global University,Australia,Melbourne,Asia-Pacific,Data Science,Masters,Masters in Data Science,79.10651505702494,79.0,111983,35116,78.43940381779467,87.49504359546404,66.8121766984998,0.35,"This masters program in Data Science emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Melbourne, Australia and is designed for students seeking high ROI. Graduates commonly target roles in analytics."
C0119,U010,Riverside University,Canada,Calgary,North America,Information Systems,Masters,Masters in Information Systems,79.15326835414137,94.8,107769,32709,65.82322185611254,66.5689389892045,63.418019314012305,0.5,"This masters program in Information Systems emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Calgary, Canada and is designed for students seeking industry connections. Graduates commonly target roles in finance."
C0120,U078,Global University,Canada,Calgary,North America,Finance,Masters,Masters in Finance,61.26849060384011,73.3,100893,59703,70.49095790197309,77.61043517141242,72.820627209241,0.25,"This masters program in Finance emphasizes financial analysis, markets, global business decisions, and career mobility. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Calgary, Canada and is designed for students seeking research depth. Graduates commonly target roles in consulting."
C0121,U002,Northbridge University,Singapore,Singapore,Asia-Pacific,Engineering Management,Masters,Masters in Engineering Management,75.885023363058,87.8,108832,18688,61.54211605169034,76.9441263571131,61.01819528182748,0.08,"This masters program in Engineering Management emphasizes customer insight, strategy, communication, and practical business problem solving. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Singapore, Singapore and is designed for students seeking high ROI. Graduates commonly target roles in operations."
C0122,U015,Pacific University,Australia,Brisbane,Asia-Pacific,Business Analytics,Masters,Masters in Business Analytics,72.40922102515887,75.1,82443,43121,85.45696452841462,80.33886451781719,48.08854430787143,0.27,"This masters program in Business Analytics emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Brisbane, Australia and is designed for students seeking high ROI. Graduates commonly target roles in finance."
C0123,U120,Pacific University,USA,Boston,North America,Information Systems,Masters,Masters in Information Systems,74.90437483038465,84.6,86358,20006,77.81634956010656,92.13613330409265,62.9835849936833,0.24,"This masters program in Information Systems emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Boston, USA and is designed for students seeking industry connections. Graduates commonly target roles in consulting."
C0124,U113,Northbridge University,Netherlands,Utrecht,Europe,International Business,Masters,Masters in International Business,73.21612652843615,76.9,96618,38660,89.28934628942712,76.2598576254507,54.46746697680405,0.21,"This masters program in International Business emphasizes financial analysis, markets, global business decisions, and career mobility. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Utrecht, Netherlands and is designed for students seeking research depth. Graduates commonly target roles in technology."
C0125,U140,Metro University,UK,Manchester,Europe,Economics,Masters,Masters in Economics,74.11121426869441,82.7,108398,56137,68.05031292614599,77.19581195316165,82.95704666698163,0.26,"This masters program in Economics emphasizes financial analysis, markets, global business decisions, and career mobility. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Manchester, UK and is designed for students seeking international mobility. Graduates commonly target roles in operations."
C0126,U034,Riverside University,Netherlands,Amsterdam,Europe,Business Analytics,Masters,Masters in Business Analytics,73.11759388650604,85.4,83023,16489,76.17847574376644,74.86534336369284,54.93574645396142,0.51,"This masters program in Business Analytics emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Amsterdam, Netherlands and is designed for students seeking research depth. Graduates commonly target roles in operations."
C0127,U136,Riverside University,USA,Boston,North America,International Business,Bachelors,Bachelors in International Business,94.68259831993737,97.4,117140,30395,91.15518012727071,85.28940456599197,73.3489871888599,0.13,"This bachelors program in International Business emphasizes financial analysis, markets, global business decisions, and career mobility. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Boston, USA and is designed for students seeking high ROI. Graduates commonly target roles in analytics."
C0128,U007,Global University,Australia,Melbourne,Asia-Pacific,Information Systems,Bachelors,Bachelors in Information Systems,70.67564638128083,85.8,93988,35221,87.75448067899343,82.3557330489087,81.78076153352744,0.23,"This bachelors program in Information Systems emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Melbourne, Australia and is designed for students seeking international mobility. Graduates commonly target roles in consulting."
C0129,U038,Summit University,Japan,Kyoto,Asia-Pacific,Computer Science,Masters,Masters in Computer Science,82.81289758025997,89.5,105308,41180,67.98051606993717,75.77683237519872,76.63383953571667,0.41,"This masters program in Computer Science emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Kyoto, Japan and is designed for students seeking high ROI. Graduates commonly target roles in operations."
C0130,U080,Northbridge University,Canada,Calgary,North America,Engineering Management,Masters,Masters in Engineering Management,70.74134729172741,89.1,97303,45507,73.6334279158148,78.84163742857851,57.45126129546783,0.17,"This masters program in Engineering Management emphasizes customer insight, strategy, communication, and practical business problem solving. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Calgary, Canada and is designed for students seeking industry connections. Graduates commonly target roles in analytics."
C0131,U031,Pacific University,Japan,Osaka,Asia-Pacific,Finance,MBA,MBA in Finance,74.29989203090157,81.1,105449,60379,77.23805820895679,70.54187821008841,64.24306829933501,0.26,"This mba program in Finance emphasizes financial analysis, markets, global business decisions, and career mobility. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Osaka, Japan and is designed for students seeking high ROI. Graduates commonly target roles in technology."
C0132,U120,Pacific University,USA,Boston,North America,Cybersecurity,Bachelors,Bachelors in Cybersecurity,82.61628311579287,85.7,99929,26674,73.84903241132618,85.69037391263126,60.95716621249181,0.12,"This bachelors program in Cybersecurity emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Boston, USA and is designed for students seeking international mobility. Graduates commonly target roles in consulting."
C0133,U019,Riverside University,Germany,Hamburg,Europe,Engineering Management,Masters,Masters in Engineering Management,88.38778608763185,89.0,102601,32592,94.0859747479192,76.08323755393229,73.95333444658257,0.27,"This masters program in Engineering Management emphasizes customer insight, strategy, communication, and practical business problem solving. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Hamburg, Germany and is designed for students seeking research depth. Graduates commonly target roles in analytics."
C0134,U057,Pacific University,Germany,Frankfurt,Europe,Finance,Masters,Masters in Finance,76.7631021271387,85.4,106792,30772,80.56856319140839,88.19176693522904,85.86485690151957,0.2,"This masters program in Finance emphasizes financial analysis, markets, global business decisions, and career mobility. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Frankfurt, Germany and is designed for students seeking industry connections. Graduates commonly target roles in technology."
C0135,U131,Riverside University,Singapore,Singapore,Asia-Pacific,Information Systems,MBA,MBA in Information Systems,74.10303117126224,79.8,103241,34230,59.085323624174926,63.54375848786766,53.615601362359634,0.07,"This mba program in Information Systems emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Singapore, Singapore and is designed for students seeking industry connections. Graduates commonly target roles in analytics."
C0136,U032,Applied University,UK,London,Europe,Engineering Management,Masters,Masters in Engineering Management,73.42084338474619,75.9,98026,20764,67.37555231985573,89.24276584582734,67.6656979128766,0.43,"This masters program in Engineering Management emphasizes customer insight, strategy, communication, and practical business problem solving. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in London, UK and is designed for students seeking high ROI. Graduates commonly target roles in finance."
C0137,U046,Metro University,USA,Seattle,North America,Data Science,Bachelors,Bachelors in Data Science,75.04839646161332,74.4,85876,23970,81.85500316990598,63.40466244269482,41.99074355505756,0.11,"This bachelors program in Data Science emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Seattle, USA and is designed for students seeking high ROI. Graduates commonly target roles in operations."
C0138,U048,Riverside University,USA,Seattle,North America,Business Analytics,Bachelors,Bachelors in Business Analytics,77.18939674058838,83.1,90063,47478,97.0165606108275,65.90430681192444,76.05635602528915,0.26,"This bachelors program in Business Analytics emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Seattle, USA and is designed for students seeking industry connections. Graduates commonly target roles in operations."
C0139,U032,Applied University,UK,London,Europe,Economics,Masters,Masters in Economics,75.88859572593249,77.9,100632,26458,83.62607281198014,82.12776512831347,89.3700797478186,0.29,"This masters program in Economics emphasizes financial analysis, markets, global business decisions, and career mobility. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in London, UK and is designed for students seeking industry connections. Graduates commonly target roles in consulting."
C0140,U084,Northbridge University,Germany,Frankfurt,Europe,Data Science,Bachelors,Bachelors in Data Science,68.00964342697544,82.7,116868,63215,58.06454843108053,75.21572125431855,82.26679940882443,0.27,"This bachelors program in Data Science emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Frankfurt, Germany and is designed for students seeking industry connections. Graduates commonly target roles in technology."
C0141,U109,Riverside University,Australia,Sydney,Asia-Pacific,Cybersecurity,Masters,Masters in Cybersecurity,71.82130081997458,94.4,119997,27444,43.73485617900931,58.68816916999654,66.02694627949175,0.29,"This masters program in Cybersecurity emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Sydney, Australia and is designed for students seeking high ROI. Graduates commonly target roles in analytics."
C0142,U027,Northbridge University,Netherlands,Utrecht,Europe,Information Systems,Certificate,Certificate in Information Systems,82.37896770101418,80.4,110875,44450,79.78206784275822,74.7036221921828,67.35248932495081,0.34,"This certificate program in Information Systems emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Utrecht, Netherlands and is designed for students seeking research depth. Graduates commonly target roles in analytics."
C0143,U115,Applied University,Germany,Munich,Europe,Engineering Management,Masters,Masters in Engineering Management,76.01820885400227,92.5,97289,32929,58.76892103948245,68.40087339019595,78.16053580901097,0.09,"This masters program in Engineering Management emphasizes customer insight, strategy, communication, and practical business problem solving. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Munich, Germany and is designed for students seeking international mobility. Graduates commonly target roles in technology."
C0144,U120,Pacific University,USA,Boston,North America,Information Systems,Masters,Masters in Information Systems,78.21656871185155,81.1,87467,21503,78.3823014955733,77.38532099604056,68.99997518461913,0.3,"This masters program in Information Systems emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Boston, USA and is designed for students seeking industry connections. Graduates commonly target roles in finance."
C0145,U107,Pacific University,UK,Manchester,Europe,Marketing Analytics,Bachelors,Bachelors in Marketing Analytics,71.2105601499942,72.1,88802,19640,95.24776079558991,87.76492805619867,81.2498887967461,0.16,"This bachelors program in Marketing Analytics emphasizes customer insight, strategy, communication, and practical business problem solving. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Manchester, UK and is designed for students seeking industry connections. Graduates commonly target roles in technology."
C0146,U075,Global University,USA,Chicago,North America,Cybersecurity,Bachelors,Bachelors in Cybersecurity,71.17945128247439,77.4,103372,28653,62.80434396410237,67.65679763019439,64.0414008742904,0.19,"This bachelors program in Cybersecurity emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Chicago, USA and is designed for students seeking industry connections. Graduates commonly target roles in finance."
C0147,U121,Global University,USA,Seattle,North America,Cybersecurity,Certificate,Certificate in Cybersecurity,81.59896786478011,87.5,94865,35325,90.5427748554009,79.44065145598309,46.04373376265919,0.26,"This certificate program in Cybersecurity emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Seattle, USA and is designed for students seeking industry connections. Graduates commonly target roles in finance."
C0148,U069,Applied University,USA,San Diego,North America,Computer Science,Masters,Masters in Computer Science,80.65946354681047,81.0,119803,24715,80.88432616897428,66.05654707588008,68.20436882245805,0.37,"This masters program in Computer Science emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in San Diego, USA and is designed for students seeking high ROI. Graduates commonly target roles in operations."
C0149,U074,Riverside University,Singapore,Singapore,Asia-Pacific,Data Science,Masters,Masters in Data Science,72.67008417693648,89.9,103610,37266,75.11274009062453,72.09096337773084,82.8981004525947,0.5,"This masters program in Data Science emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Singapore, Singapore and is designed for students seeking research depth. Graduates commonly target roles in operations."
C0150,U081,Metro University,Netherlands,Utrecht,Europe,Information Systems,Masters,Masters in Information Systems,76.86756713722255,87.2,106066,29554,73.54580433918564,54.40011517082466,77.25692994587905,0.4,"This masters program in Information Systems emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Utrecht, Netherlands and is designed for students seeking high ROI. Graduates commonly target roles in consulting."
C0151,U006,Northbridge University,UK,Edinburgh,Europe,Information Systems,Masters,Masters in Information Systems,65.63660734425196,83.0,94571,38514,88.86807692444185,82.18067019294983,52.29657461452426,0.25,"This masters program in Information Systems emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Edinburgh, UK and is designed for students seeking research depth. Graduates commonly target roles in technology."
C0152,U035,Applied University,Canada,Vancouver,North America,Cybersecurity,Masters,Masters in Cybersecurity,78.77174242351887,84.5,108649,26723,81.92072302005779,82.88490101873577,76.90114731174755,0.33,"This masters program in Cybersecurity emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Vancouver, Canada and is designed for students seeking high ROI. Graduates commonly target roles in consulting."
C0153,U144,Pacific University,UK,Edinburgh,Europe,Business Analytics,Masters,Masters in Business Analytics,70.25409466296921,80.6,100747,30339,72.0870293665741,86.8541674392117,92.7902745314847,0.31,"This masters program in Business Analytics emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Edinburgh, UK and is designed for students seeking research depth. Graduates commonly target roles in consulting."
C0154,U026,Summit University,Germany,Hamburg,Europe,Economics,Masters,Masters in Economics,72.24897651610337,87.8,109427,53125,69.44768845748605,79.89967833676818,59.02123700854014,0.57,"This masters program in Economics emphasizes financial analysis, markets, global business decisions, and career mobility. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Hamburg, Germany and is designed for students seeking research depth. Graduates commonly target roles in finance."
C0155,U006,Northbridge University,UK,Edinburgh,Europe,Cybersecurity,Masters,Masters in Cybersecurity,71.20502283732846,88.0,86972,30690,68.2883841277528,72.93394101075188,62.79034529545863,0.09,"This masters program in Cybersecurity emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Edinburgh, UK and is designed for students seeking high ROI. Graduates commonly target roles in consulting."
C0156,U133,Summit University,Canada,Calgary,North America,Data Science,Bachelors,Bachelors in Data Science,75.47490830452924,84.2,116120,48414,75.6759257519061,82.18609752600734,72.29832463047293,0.23,"This bachelors program in Data Science emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Calgary, Canada and is designed for students seeking high ROI. Graduates commonly target roles in analytics."
C0157,U142,Pacific University,Australia,Melbourne,Asia-Pacific,Data Science,Masters,Masters in Data Science,72.58422465150605,88.1,116484,32219,60.808383496546874,65.47574287766182,73.24127767279302,0.29,"This masters program in Data Science emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Melbourne, Australia and is designed for students seeking high ROI. Graduates commonly target roles in analytics."
C0158,U139,Applied University,Japan,Tokyo,Asia-Pacific,Computer Science,Masters,Masters in Computer Science,77.29744198978673,79.9,107592,29229,82.76356208065695,91.80741559820265,79.33522913314621,0.17,"This masters program in Computer Science emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Tokyo, Japan and is designed for students seeking research depth. Graduates commonly target roles in technology."
C0159,U085,Summit University,Canada,Calgary,North America,International Business,Masters,Masters in International Business,85.6269786749285,84.8,116084,25093,100.0,62.63667279571186,77.03880043373906,0.47,"This masters program in International Business emphasizes financial analysis, markets, global business decisions, and career mobility. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Calgary, Canada and is designed for students seeking industry connections. Graduates commonly target roles in technology."
C0160,U085,Summit University,Canada,Calgary,North America,International Business,Masters,Masters in International Business,83.93139184850563,80.4,110962,20801,89.84164742274521,76.24218982688984,59.59536280264308,0.53,"This masters program in International Business emphasizes financial analysis, markets, global business decisions, and career mobility. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Calgary, Canada and is designed for students seeking high ROI. Graduates commonly target roles in finance."
C0161,U131,Riverside University,Singapore,Singapore,Asia-Pacific,Information Systems,Masters,Masters in Information Systems,65.75078533116687,76.5,87856,34170,55.315495491865136,70.92098771223138,86.8447306629464,0.18,"This masters program in Information Systems emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Singapore, Singapore and is designed for students seeking high ROI. Graduates commonly target roles in operations."
C0162,U086,Summit University,Australia,Melbourne,Asia-Pacific,Economics,Masters,Masters in Economics,80.44056346809997,89.2,99790,31696,91.06085285471127,73.31859303092446,73.43184457607782,0.09,"This masters program in Economics emphasizes financial analysis, markets, global business decisions, and career mobility. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Melbourne, Australia and is designed for students seeking research depth. Graduates commonly target roles in technology."
C0163,U144,Pacific University,UK,Edinburgh,Europe,Business Analytics,Bachelors,Bachelors in Business Analytics,75.71042270248577,87.0,95997,26400,70.76349817064067,87.6434652538626,83.24609773643375,0.42,"This bachelors program in Business Analytics emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Edinburgh, UK and is designed for students seeking high ROI. Graduates commonly target roles in operations."
C0164,U089,Metro University,Germany,Munich,Europe,Information Systems,Masters,Masters in Information Systems,69.15461000426284,79.8,110243,19672,76.7807903894422,65.14218072002502,82.03225041929618,0.14,"This masters program in Information Systems emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Munich, Germany and is designed for students seeking industry connections. Graduates commonly target roles in finance."
C0165,U015,Pacific University,Australia,Brisbane,Asia-Pacific,Information Systems,MBA,MBA in Information Systems,85.9302739730524,91.2,102935,41618,82.46486944924992,69.619867400347,60.14275683651439,0.09,"This mba program in Information Systems emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Brisbane, Australia and is designed for students seeking high ROI. Graduates commonly target roles in analytics."
C0166,U008,Northbridge University,Germany,Hamburg,Europe,International Business,Bachelors,Bachelors in International Business,83.60985599660901,95.4,102794,32603,76.3221768457706,75.08550234186929,76.46536551659277,0.29,"This bachelors program in International Business emphasizes financial analysis, markets, global business decisions, and career mobility. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Hamburg, Germany and is designed for students seeking international mobility. Graduates commonly target roles in consulting."
C0167,U052,Global University,Japan,Tokyo,Asia-Pacific,Information Systems,Bachelors,Bachelors in Information Systems,68.76533579420703,75.8,95321,32482,81.50251071611098,63.801764335112246,68.75916718933765,0.2,"This bachelors program in Information Systems emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Tokyo, Japan and is designed for students seeking international mobility. Graduates commonly target roles in finance."
C0168,U082,Northbridge University,Germany,Munich,Europe,Finance,Masters,Masters in Finance,80.18683706490667,85.1,105701,47471,83.23138966313591,68.56237951743236,86.75975990455183,0.24,"This masters program in Finance emphasizes financial analysis, markets, global business decisions, and career mobility. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Munich, Germany and is designed for students seeking research depth. Graduates commonly target roles in analytics."
C0169,U051,Pacific University,UK,London,Europe,Finance,Bachelors,Bachelors in Finance,68.11883916428869,84.4,103867,19824,69.40417240652178,74.5327711836953,70.39722378733526,0.08,"This bachelors program in Finance emphasizes financial analysis, markets, global business decisions, and career mobility. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in London, UK and is designed for students seeking international mobility. Graduates commonly target roles in technology."
C0170,U061,Metro University,Germany,Hamburg,Europe,Marketing Analytics,Masters,Masters in Marketing Analytics,70.4887284808531,81.8,101869,50384,78.11063548873804,91.73181972643694,74.8017189322235,0.1,"This masters program in Marketing Analytics emphasizes customer insight, strategy, communication, and practical business problem solving. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Hamburg, Germany and is designed for students seeking research depth. Graduates commonly target roles in consulting."
C0171,U121,Global University,USA,Seattle,North America,Data Science,Bachelors,Bachelors in Data Science,71.95704878773529,86.5,99656,26037,67.73103284057268,62.24351190124394,64.22270083850896,0.48,"This bachelors program in Data Science emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Seattle, USA and is designed for students seeking high ROI. Graduates commonly target roles in analytics."
C0172,U012,Applied University,Netherlands,Utrecht,Europe,Marketing Analytics,Masters,Masters in Marketing Analytics,71.30760971960326,76.6,101019,29242,80.96531804982166,87.52257225792604,76.59578928574923,0.46,"This masters program in Marketing Analytics emphasizes customer insight, strategy, communication, and practical business problem solving. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Utrecht, Netherlands and is designed for students seeking research depth. Graduates commonly target roles in technology."
C0173,U095,Global University,UK,Bristol,Europe,Economics,Certificate,Certificate in Economics,80.08768342460053,83.4,124700,29409,83.62132548337705,68.2958896691936,65.1313040867767,0.15,"This certificate program in Economics emphasizes financial analysis, markets, global business decisions, and career mobility. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Bristol, UK and is designed for students seeking high ROI. Graduates commonly target roles in analytics."
C0174,U072,Global University,Netherlands,Amsterdam,Europe,Information Systems,Masters,Masters in Information Systems,83.40218138199296,87.5,109168,29334,95.32746506723711,65.66821504739357,60.173121944368866,0.55,"This masters program in Information Systems emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Amsterdam, Netherlands and is designed for students seeking high ROI. Graduates commonly target roles in operations."
C0175,U041,Global University,Australia,Melbourne,Asia-Pacific,Finance,Masters,Masters in Finance,66.77895582824063,77.4,79376,27448,71.9201836985229,65.864805920284,54.89808247125466,0.22,"This masters program in Finance emphasizes financial analysis, markets, global business decisions, and career mobility. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Melbourne, Australia and is designed for students seeking international mobility. Graduates commonly target roles in consulting."
C0176,U013,Summit University,USA,Austin,North America,Finance,Masters,Masters in Finance,64.85672099380083,76.6,91481,22693,69.6687989313039,70.28458618756676,59.56322870061785,0.28,"This masters program in Finance emphasizes financial analysis, markets, global business decisions, and career mobility. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Austin, USA and is designed for students seeking research depth. Graduates commonly target roles in operations."
